Customer_ID,Product_ID,Staff_ID,Date,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,DayOfWeek,TotalSales,ProductName,CustomerName,CustomerAddress,Customer_PhoneNumber,CustomerEmail,Staff_Name,Staff_Email
784,2,784,2023-02-02 16:00:00,5,16.80154255035691,South,Cash,False,Cloudy,26.85845629429317,Poor,Positive,36,In Store,Thursday,84.00771275178455,Chocolate Cake,Vanessa Morrow,"55687 Ortega Loop Suite 110
Port Angela, AR 89974",814-285-2322x14874,vanessa50@example.com,Joshua Johnson,mwright@example.org
785,0,785,2023-02-02 17:00:00,3,10.961722353486374,East,Cash,False,Sunny,28.244334516590524,Good,Negative,55,Phone Order,Thursday,32.885167060459125,Vanilla Cake,Kayla Andrews,"32554 Grant Circles
Port Carrietown, UT 07416",(558)984-7562,Unknown,Kenneth Parker,sullivanjamie@example.net
786,5,786,2023-02-02 18:00:00,1,12.704165698164868,East,Credit Card,False,Sunny,33.31726460503729,Excellent,Neutral,57,Online Order,Thursday,12.704165698164868,Pizza Margherita,Douglas Morrison,"38853 Tucker Plaza Suite 175
Lake Ginashire, OR 80843",+1-251-924-7167x151,jyork@example.net,Erica Gonzalez,jamesjones@example.net
787,6,787,2023-02-02 19:00:00,5,8.80035755089492,South,Cash,True,Cloudy,21.569909508618444,Poor,Neutral,35,Online Order,Thursday,44.001787754474606,Pizza Beef Double decker,Krista Davies,"0036 Brandy Point Suite 146
South Melissa, TX 93229",(868)816-6703x05404,hweber@example.net,Shelley Vang,Unknown
788,2,788,2023-02-02 20:00:00,5,19.814893885118774,West,Credit Card,True,Rainy,32.33971890790834,Good,Positive,29,In Store,Thursday,99.07446942559388,Chocolate Cake,Peter Allen,"Unit 1669 Box 7891
DPO AP 92858",9935527585,cardenasmary@example.com,Samuel Archer,jacksonsara@example.com
789,1,789,2023-02-02 21:00:00,4,9.372436113855844,East,Credit Card,False,Cloudy,23.150710059381044,Poor,Neutral,49,In Store,Thursday,37.48974445542338,Red Velvet Cake,Tiffany Hurst,"11131 Chandler Point Apt. 144
South Judyport, MA 73025",629.962.7178,plee@example.net,Stephanie Frost,margaret44@example.net
790,8,790,2023-02-02 22:00:00,4,16.561137963583278,West,Credit Card,False,Sunny,27.154342182681738,Excellent,Negative,35,In Store,Thursday,66.24455185433311,Fruit Cake,Austin Ford,"1572 Jessica Extension Apt. 709
Barnettbury, NJ 43655",340.330.3587,irobinson@example.com,Anthony Kerr,Unknown
791,4,791,2023-02-02 23:00:00,4,11.412434755351388,East,Online,True,Cloudy,24.749036522411195,Good,Neutral,35,Phone Order,Thursday,45.64973902140555,Pizza Pepperoni,Craig Garcia,"50670 Patrick Springs Suite 709
South Drewstad, LA 83654",717-662-4770,bcarson@example.org,Julie Jacobs,Unknown
792,8,792,2023-02-03 00:00:00,1,8.093261076262099,East,Credit Card,False,Rainy,26.002329092980982,Good,Negative,35,Online Order,Friday,8.093261076262099,Fruit Cake,Jenna Olson,"482 Debra Heights Apt. 479
Thorntonside, AR 46679",(760)654-1466,nmartinez@example.net,Larry Jones,Unknown
793,0,793,2023-02-03 01:00:00,1,16.995781459472916,South,Cash,False,Sunny,22.257432471088784,Good,Negative,58,Online Order,Friday,16.995781459472916,Vanilla Cake,Nicole Rogers,"097 Dorsey Gardens Suite 786
North Erica, MA 80652",+1-796-516-5730x753,batessheila@example.org,Seth Garrison,dbrown@example.org
794,0,794,2023-02-03 02:00:00,3,10.004101835435648,East,Online,True,Rainy,27.553551116053324,Poor,Neutral,46,Phone Order,Friday,30.012305506306944,Vanilla Cake,Lee Spears,"86438 Troy Turnpike
Sullivanstad, GU 71634",932.944.9089,janemccarty@example.com,Mikayla Liu,justinfox@example.net
795,3,795,2023-02-03 03:00:00,4,17.977900210967164,North,Cash,False,Cloudy,32.02463884747051,Poor,Unknown,19,In Store,Friday,71.91160084386865,Carrot Cake,Sandra Romero,"439 Kelley Fords
Millerport, PW 82108",+1-838-256-5972x6829,moodymadeline@example.com,Mary Ramirez,david63@example.org
796,7,796,2023-02-03 04:00:00,5,18.728857773767345,North,Online,False,Cloudy,26.623010155683453,Excellent,Negative,53,In Store,Friday,93.64428886883672,Cheesecake,Lisa Mitchell,"590 Sanchez Throughway Suite 483
Lake James, DC 17393",360-281-2957,rodriguezashley@example.com,Jennifer Cooper,careykenneth@example.org
797,3,797,2023-02-03 05:00:00,2,17.897357530869137,South,Online,False,Rainy,27.359203638472987,Average,Positive,23,Phone Order,Friday,35.79471506173827,Carrot Cake,Joshua Taylor,"153 Brown Grove
Cynthiamouth, NY 90072",+1-387-884-1965x9359,jenkinsmichael@example.org,Margaret Ruiz,jeffrey18@example.net
798,2,798,2023-02-03 06:00:00,3,5.525118722102085,West,Online,True,Cloudy,32.73151377921971,Good,Positive,32,Online Order,Friday,16.575356166306253,Chocolate Cake,Dr. Joyce Vang,"56775 Teresa Shoal
West Madisonshire, KS 66820",(942)660-3443x29464,Unknown,Sarah Smith,kevinhart@example.com
799,8,799,2023-02-03 07:00:00,1,16.810600175076583,West,Online,False,Rainy,30.590871719570465,Good,Positive,35,Online Order,Friday,16.810600175076583,Fruit Cake,Renee Jimenez,"095 Jessica Grove
Collinshaven, CT 01309",(516)815-1200,wgriffin@example.org,Amber Cox,showell@example.org
800,7,800,2023-02-03 08:00:00,3,11.17009199748716,West,Cash,False,Cloudy,27.35681612779677,Excellent,Neutral,22,Online Order,Friday,33.51027599246147,Cheesecake,Austin Wilson,"46051 Hill Circle
Lindaborough, HI 59940",+1-662-286-6582x804,martinezelizabeth@example.com,Jonathan Garcia,wandagibbs@example.org
801,1,801,2023-02-03 09:00:00,3,18.10584380273337,North,Credit Card,False,Rainy,23.86543472283769,Good,Positive,58,Online Order,Friday,54.317531408200125,Red Velvet Cake,Ronnie Burke,"4180 Joshua Locks
Kimborough, OK 19436",855-967-1592x8260,davisbrett@example.org,Amy Gray,patricia16@example.org
802,4,802,2023-02-03 10:00:00,3,14.569313940271082,West,Cash,True,Rainy,33.2739012026745,Poor,Negative,48,Phone Order,Friday,43.70794182081325,Pizza Pepperoni,Nicole Davis,"2591 Mason Point
East Williamville, OH 63712",001-536-985-3245x18817,lisa10@example.net,Tiffany Flynn,freemanlaurie@example.net
803,8,803,2023-02-03 11:00:00,3,17.504647012159374,West,Credit Card,True,Sunny,28.65530602535837,Poor,Neutral,24,Online Order,Friday,52.51394103647812,Fruit Cake,Matthew Warner,"96727 Michael Radial
North Nicolemouth, VI 44949",3245592765,tchapman@example.com,Brett Sawyer,Unknown
804,3,804,2023-02-03 12:00:00,2,12.491476548002533,South,Cash,False,Sunny,23.3172141516604,Good,Neutral,55,Phone Order,Friday,24.982953096005065,Carrot Cake,Dawn Cruz,"9039 Sherman Walk Apt. 428
Port Christopherchester, VA 25736",918.233.4022,parkssummer@example.com,Annette Romero,brandonharrison@example.org
805,5,805,2023-02-03 13:00:00,4,13.025382568983993,West,Online,True,Rainy,24.036796289570155,Good,Neutral,38,In Store,Friday,52.10153027593597,Pizza Margherita,Jackie Martin,"02510 Wood Ports Apt. 288
North Amyfurt, SC 77032",279-642-1877x62748,tannermichael@example.net,Jasmine Reed,Unknown
806,7,806,2023-02-03 14:00:00,5,7.1658144820050085,North,Online,False,Cloudy,32.04699633404369,Poor,Neutral,54,Phone Order,Friday,35.82907241002504,Cheesecake,Kyle Perez,"9816 Garza Lodge Suite 730
Johnsonmouth, AL 10842",001-429-710-1407x6023,eclark@example.com,Crystal Houston,jenniferhaynes@example.net
807,7,807,2023-02-03 15:00:00,3,16.759810380340333,North,Credit Card,True,Cloudy,20.66218343131183,Good,Negative,38,Online Order,Friday,50.279431141021,Cheesecake,Phillip Davis,"63207 Jones Plaza
Johnsonfort, IN 18942",726-566-2628x9171,hwilliams@example.org,Jessica Edwards,jdavis@example.net
808,4,808,2023-02-03 16:00:00,3,11.290844175004574,North,Credit Card,True,Cloudy,34.8813828054323,Poor,Negative,46,In Store,Friday,33.872532525013725,Pizza Pepperoni,Leah Marsh,"4941 Neal Track Suite 627
Fostershire, IN 18318",7169680064,whitneymccoy@example.org,Heather Dillon,janeperez@example.net
809,6,809,2023-02-03 17:00:00,3,12.501201774073738,South,Cash,False,Rainy,21.95527519572188,Average,Positive,47,Phone Order,Friday,37.50360532222122,Pizza Beef Double decker,Samantha Morgan,"94881 Coleman Trail Apt. 112
North Ronaldview, AZ 53811",8889311163,patricia97@example.org,Barbara Everett,williamsrobert@example.com
810,0,810,2023-02-03 18:00:00,4,16.776465711435613,South,Credit Card,False,Rainy,31.94102788095406,Average,Neutral,52,Phone Order,Friday,67.10586284574245,Vanilla Cake,Logan Malone,"061 Kevin Squares Apt. 540
West William, OH 25848",214-886-6149x455,Unknown,Marcia Wolfe,bbryan@example.com
811,0,811,2023-02-03 19:00:00,1,13.982681001191583,East,Cash,False,Rainy,27.154342182681738,Good,Positive,58,Phone Order,Friday,13.982681001191583,Vanilla Cake,Ryan Murphy,"8565 Moore Dale Apt. 430
Timothyburgh, NE 86306",(489)743-0653,hayesmichael@example.com,Michael Cowan,jennifer99@example.com
812,5,812,2023-02-03 20:00:00,1,8.016480911640011,West,Credit Card,True,Rainy,27.383242749312004,Good,Unknown,48,In Store,Friday,8.016480911640011,Pizza Margherita,Ashley Malone,"PSC 8145, Box 2148
APO AA 66208",+1-624-999-4844x96343,navarrojenna@example.org,Brittany Jenkins,ayaladennis@example.org
813,2,813,2023-02-03 21:00:00,2,13.853489887263391,South,Credit Card,False,Sunny,33.209758661968664,Good,Neutral,25,Phone Order,Friday,27.706979774526783,Chocolate Cake,Matthew Johnson,"0819 Kelly Shoal
Michaelfurt, AS 46132",316-821-2225x7027,kmartin@example.org,Brett Hernandez,patricia01@example.net
814,2,814,2023-02-03 22:00:00,1,11.114492869694836,North,Credit Card,True,Rainy,26.1936678438382,Poor,Negative,45,Online Order,Friday,11.114492869694836,Chocolate Cake,Megan Perez,"77482 Williams Causeway
Romeroton, KY 62781",410.965.4117x197,fdixon@example.org,Katherine Schwartz,ngonzalez@example.com
815,1,815,2023-02-03 23:00:00,3,12.04288313065794,North,Online,True,Cloudy,28.06240630509852,Average,Unknown,32,In Store,Friday,36.128649391973816,Red Velvet Cake,Cheyenne Bartlett,"64339 Russell Flat
South Jacobland, MP 77982",461.261.3411,garymiller@example.org,Gary Huffman,sherryharris@example.com
816,8,816,2023-02-04 00:00:00,3,5.424669116040016,South,Online,False,Sunny,20.73949493613755,Average,Negative,37,In Store,Saturday,16.27400734812005,Fruit Cake,Charles Stanley,"297 Horton Haven
West Joshuahaven, NV 63604",783-665-8519,moorefernando@example.com,Antonio Sanders,qgarcia@example.com
817,6,817,2023-02-04 01:00:00,3,8.150440242744224,South,Cash,True,Cloudy,20.0352121080118,Excellent,Neutral,36,Phone Order,Saturday,24.451320728232677,Pizza Beef Double decker,John Ramos,"72603 Pamela Throughway
Sarahchester, CT 37398",+1-961-504-4776x014,russellward@example.com,Amy Hess,rmatthews@example.com
818,3,818,2023-02-04 02:00:00,2,9.215571220715423,South,Credit Card,False,Rainy,23.671998095025888,Excellent,Neutral,57,Online Order,Saturday,18.431142441430847,Carrot Cake,Michael Rodriguez,"91825 Chen Springs Apt. 229
Port Douglas, MS 30760",377-678-7368x40725,rebeccapoole@example.org,Nicholas Stanley,juliemccann@example.org
819,7,819,2023-02-04 03:00:00,3,15.694400117882086,East,Cash,True,Sunny,30.20874639378151,Good,Positive,32,In Store,Saturday,47.08320035364626,Cheesecake,Brandon Anderson,"383 Cole Overpass
Davidfurt, AZ 27417",001-458-527-7609,martinmiller@example.com,Christopher Miller,barrybenton@example.com
820,5,820,2023-02-04 04:00:00,1,5.17238709947173,North,Credit Card,False,Rainy,21.81897340038705,Poor,Neutral,54,Phone Order,Saturday,5.17238709947173,Pizza Margherita,Michael Gordon,"869 Eugene Glens
Johnsonborough, OK 72743",3846881710,hendersonkrystal@example.net,Barry West,pjenkins@example.org
821,0,821,2023-02-04 05:00:00,4,11.13165891843698,East,Online,True,Sunny,21.70642938206824,Good,Negative,55,Online Order,Saturday,44.52663567374792,Vanilla Cake,Kathy Nguyen,"4356 Lynch Mall
North Regina, AK 23870",(329)401-2405x513,sean48@example.org,Lisa Coffey,briannaharris@example.org
822,1,822,2023-02-04 06:00:00,4,18.86040305638599,East,Online,True,Cloudy,26.16440912053855,Average,Negative,53,Phone Order,Saturday,75.44161222554396,Red Velvet Cake,Stephen Oneal,"57767 Williams Walk Apt. 551
Tiffanyview, ND 11595",+1-207-728-9209,tannerthompson@example.com,Johnathan Miller,matthewanderson@example.net
823,2,823,2023-02-04 07:00:00,5,6.678209248236858,West,Credit Card,False,Rainy,29.7175555791234,Good,Negative,34,Phone Order,Saturday,33.391046241184284,Chocolate Cake,Jason Shaffer DDS,"31745 Hayden Villages
North Michaelburgh, AL 95066",(615)806-5151x2785,Unknown,Kelli Long,timothy04@example.com
824,5,824,2023-02-04 08:00:00,1,12.746365823279168,North,Credit Card,True,Rainy,30.68107988371896,Good,Negative,27,In Store,Saturday,12.746365823279168,Pizza Margherita,Jason Ortiz,"0894 Benson Villages
Jonathanchester, SC 42741",(457)499-7838x02792,wporter@example.net,Jason Sanchez,Unknown
825,7,825,2023-02-04 09:00:00,3,16.797835735862705,North,Online,False,Sunny,22.676760111475623,Average,Positive,59,In Store,Saturday,50.39350720758812,Cheesecake,Kristin Brewer,"9217 Jasmine Park
West Lindseymouth, WY 64979",5434493648,johnathan12@example.com,Chad Lee,mathewsashley@example.com
826,3,826,2023-02-04 10:00:00,4,19.13796961280175,South,Online,True,Sunny,21.19382221058064,Average,Negative,15,Phone Order,Saturday,76.551878451207,Carrot Cake,Adam Blake,"91905 Mooney Drive
Ericatown, AK 32318",(511)980-8104x024,mhicks@example.net,Heather Everett,Unknown
827,1,827,2023-02-04 11:00:00,1,16.20164959300577,South,Cash,True,Rainy,34.10595550918316,Average,Positive,18,In Store,Saturday,16.20164959300577,Red Velvet Cake,Richard Calhoun,"26117 Miller Mountains Apt. 416
Marcusfort, AK 99928",388-496-1301,jamie16@example.org,Mr. Ryan Sanders,theresacarney@example.net
828,7,828,2023-02-04 12:00:00,4,15.808483229666091,West,Online,True,Sunny,23.90999573843153,Average,Negative,38,In Store,Saturday,63.233932918664365,Cheesecake,Marilyn Thornton,"23409 Kayla Meadows
Thomasmouth, ME 53075",237.894.7437,andrewbarnett@example.com,Christopher Gordon,alexandriamyers@example.org
829,0,829,2023-02-04 13:00:00,3,17.397321352936437,East,Credit Card,False,Rainy,32.80019746413086,Excellent,Positive,50,Online Order,Saturday,52.19196405880931,Vanilla Cake,Cheryl Henderson,"9798 Smith Shoals
North Michael, GU 04940",+1-450-343-3797x8624,burnsstacey@example.org,Allen Lloyd,kaylapaul@example.net
830,0,830,2023-02-04 14:00:00,4,11.693018314663156,South,Cash,False,Sunny,32.95237175694227,Poor,Negative,50,Online Order,Saturday,46.77207325865262,Vanilla Cake,Oscar Cook,"75479 Harris Turnpike Apt. 183
West Sherry, LA 76611",+1-769-909-6027,charles59@example.com,Scott Forbes,anthonydavis@example.org
831,0,831,2023-02-04 15:00:00,5,17.087667989267494,South,Credit Card,False,Cloudy,31.58783887643817,Poor,Negative,59,Phone Order,Saturday,85.43833994633746,Vanilla Cake,Charles Richardson,"02979 Robert Unions
West Ricardoshire, MS 54063",001-754-645-8792,denise72@example.com,Sandra Strickland,carterkimberly@example.net
832,5,832,2023-02-04 16:00:00,5,5.119466071181767,North,Cash,False,Sunny,22.53250409978855,Average,Positive,16,Phone Order,Saturday,25.59733035590884,Pizza Margherita,Alison Miller,"48765 Yang Drive Suite 704
Johnstonmouth, LA 28063",227.368.5311,scottadrienne@example.net,Meghan Peters,jamesbrown@example.net
833,5,833,2023-02-04 17:00:00,4,18.86841583065208,North,Credit Card,False,Cloudy,32.32702188881301,Poor,Neutral,42,Phone Order,Saturday,75.4736633226083,Pizza Margherita,Brett Patel,"6249 Stacey Lane Apt. 210
South Nicholasmouth, PW 99941",786.755.1515,jacksonnicholas@example.net,Melanie Payne,Unknown
834,2,834,2023-02-04 18:00:00,1,11.64959764275763,South,Online,True,Sunny,31.5387583886238,Poor,Neutral,40,Phone Order,Saturday,11.64959764275763,Chocolate Cake,Zachary Johnson,"76714 Joseph Mount Apt. 556
Lake Barbarachester, HI 19290",(864)832-6878x4688,Unknown,Mrs. Amanda Mcdaniel MD,prodgers@example.com
835,2,835,2023-02-04 19:00:00,1,13.300702817986211,North,Credit Card,True,Sunny,28.950844851593256,Poor,Neutral,37,Online Order,Saturday,13.300702817986211,Chocolate Cake,Shannon Anderson,"76350 Romero Mount
East Joshuaport, WI 78853",001-505-955-4837,robinsonelizabeth@example.com,Megan Huynh,qanderson@example.com
836,3,836,2023-02-04 20:00:00,1,8.823233733723235,West,Cash,False,Rainy,25.05803052753429,Poor,Positive,29,In Store,Saturday,8.823233733723235,Carrot Cake,Patricia Anderson,"848 Santos Pike
Dawnbury, NY 31256",653.864.2829x17169,byoung@example.org,Christopher Faulkner,christinetapia@example.org
837,1,837,2023-02-04 21:00:00,4,16.13796249260632,South,Credit Card,True,Sunny,23.937629063998163,Average,Neutral,50,Online Order,Saturday,64.55184997042528,Red Velvet Cake,Stanley Lyons,"7628 Carrie Road
Elliottville, MH 83887",(578)791-1837,kimwilliam@example.com,Jennifer Patterson,mayosean@example.net
838,4,838,2023-02-04 22:00:00,1,6.149537097128732,North,Cash,True,Sunny,21.828338181205385,Good,Neutral,41,Phone Order,Saturday,6.149537097128732,Pizza Pepperoni,Mark Higgins,"986 Gibson Mountains Apt. 334
Port Timothy, AL 30159",9858605623,adamkent@example.org,Terri Holt,Unknown
839,4,839,2023-02-04 23:00:00,3,18.08953703820253,West,Credit Card,True,Cloudy,27.64635600351307,Good,Positive,20,Phone Order,Saturday,54.26861111460759,Pizza Pepperoni,Steven Anderson,"7557 Erika Cliff
South Lindachester, SD 03245",001-889-582-6417x16374,evelyn16@example.com,Vicki Hudson,lisa47@example.net
840,7,840,2023-02-05 00:00:00,5,17.421752435095144,North,Online,True,Sunny,28.7789131326477,Good,Neutral,49,Online Order,Sunday,87.10876217547572,Cheesecake,Johnathan Salazar,"077 Rowe Meadows Apt. 617
Nicholeborough, AK 76934",784.633.1766,jacob35@example.net,Jerry Ray,jeremy66@example.com
841,0,841,2023-02-05 01:00:00,3,8.240901743671497,North,Online,False,Rainy,25.39008485773681,Excellent,Neutral,53,Online Order,Sunday,24.72270523101449,Vanilla Cake,Janet Malone,"80264 Sherri Forest
Monicahaven, NH 36548",(562)357-1446x17065,amanda69@example.org,Shannon Martinez,ugill@example.net
842,1,842,2023-02-05 02:00:00,1,17.139865974278933,North,Credit Card,True,Cloudy,27.130386015213027,Poor,Neutral,52,Phone Order,Sunday,17.139865974278933,Red Velvet Cake,Margaret Perez,"32028 Mercado Glen
South Amyfurt, ME 84987",724-271-7571x74972,egreen@example.com,Melinda Johnson,angela13@example.net
843,5,843,2023-02-05 03:00:00,3,16.79536599592222,South,Credit Card,False,Rainy,25.452716860539,Average,Positive,49,In Store,Sunday,50.38609798776666,Pizza Margherita,John Roberts,"8762 Wood Cove Suite 642
Markfort, UT 16715",863.726.2039,arnoldandrew@example.net,Zachary Marshall,fhawkins@example.net
844,8,844,2023-02-05 04:00:00,1,14.483248966309237,East,Credit Card,False,Rainy,29.61509085981052,Average,Positive,50,Phone Order,Sunday,14.483248966309237,Fruit Cake,Dr. Sharon Riley,"28681 Hayden Islands Apt. 014
New Davidberg, GU 43219",001-263-895-1542x132,gregorypierce@example.net,Eric Perez,nicolehobbs@example.org
845,6,845,2023-02-05 05:00:00,4,10.602802653495312,North,Cash,True,Rainy,33.518888116948446,Excellent,Neutral,24,Online Order,Sunday,42.41121061398125,Pizza Beef Double decker,Andre Nelson,"95712 Wiley Villages Suite 275
Lake Stephanie, MT 83612",589-804-4256,ajackson@example.org,Tanya Gutierrez,calvingrimes@example.net
846,3,846,2023-02-05 06:00:00,3,9.072481312728016,West,Credit Card,False,Rainy,22.45880393070417,Average,Neutral,44,Phone Order,Sunday,27.21744393818405,Carrot Cake,Charles Grant,"559 Christy Bridge Suite 701
South Hollyborough, WV 76063",001-618-645-4016x17310,robertraymond@example.com,Lori Parker,jimenezdavid@example.org
847,0,847,2023-02-05 07:00:00,4,8.47675385434025,South,Credit Card,True,Cloudy,25.72113214854685,Good,Positive,55,Phone Order,Sunday,33.907015417361,Vanilla Cake,Charles Pena,"3043 Smith Mount Suite 376
Scotttown, ID 06136",(872)342-5824,thomasjoseph@example.com,Megan Long,sheri14@example.com
848,0,848,2023-02-05 08:00:00,4,9.779134441454108,South,Cash,True,Sunny,22.11302905926292,Excellent,Neutral,52,In Store,Sunday,39.11653776581643,Vanilla Cake,Charles Noble,"14580 Molina Square
Leeville, MT 24060",285.413.9841x1404,kharris@example.com,Misty Peterson,rmartinez@example.org
849,0,849,2023-02-05 09:00:00,2,18.553376651487955,West,Online,True,Rainy,27.154342182681738,Average,Positive,43,Phone Order,Sunday,37.10675330297591,Vanilla Cake,Thomas Jones,"617 Andrea Island Apt. 334
East Katherineside, AZ 17439",718-529-6862x3238,gwilliamson@example.org,Mary Johnson,johnhumphrey@example.org
850,5,850,2023-02-05 10:00:00,1,6.164611639831719,North,Credit Card,False,Cloudy,27.154342182681738,Excellent,Neutral,57,Phone Order,Sunday,6.164611639831719,Pizza Margherita,Brian Gallegos,"0890 Blevins Isle Apt. 641
Quinnbury, PA 29001",+1-347-802-1882x663,leeashley@example.org,Jessica Mcdonald,nealderek@example.net
851,5,851,2023-02-05 11:00:00,5,17.43306914379438,East,Credit Card,False,Rainy,33.97869098896184,Excellent,Positive,53,Phone Order,Sunday,87.1653457189719,Pizza Margherita,Kiara Richardson,"170 Sonya Run
Port Barbaraborough, NH 38460",789.916.4650x42419,Unknown,Tricia Bailey,jgross@example.net
852,6,852,2023-02-05 12:00:00,1,10.233351125627356,North,Online,False,Sunny,24.183078893914477,Average,Negative,18,Online Order,Sunday,10.233351125627356,Pizza Beef Double decker,Paul Holt,"49261 Burns Alley Suite 041
Cameronside, PA 61272",722.603.9189,michael82@example.net,Kaitlyn Young,brandon17@example.org
853,1,853,2023-02-05 13:00:00,5,12.823990940170372,West,Online,True,Cloudy,34.25316808798145,Good,Negative,19,Online Order,Sunday,64.11995470085186,Red Velvet Cake,Anthony Anderson,"2738 Kim Vista
North Andreamouth, HI 17539",916-571-9773,nathan98@example.org,Meredith Jones,kathrynjohnson@example.org
854,0,854,2023-02-05 14:00:00,1,16.917284504727363,South,Cash,True,Cloudy,20.948940077310123,Average,Positive,18,In Store,Sunday,16.917284504727363,Vanilla Cake,Joseph Harris,"PSC 5298, Box 9882
APO AP 03445",001-619-629-8947,jeremy68@example.net,Micheal Lane,jacob85@example.net
855,4,855,2023-02-05 15:00:00,4,18.26564820534457,East,Credit Card,True,Sunny,29.04520795046882,Poor,Negative,50,Phone Order,Sunday,73.06259282137827,Pizza Pepperoni,Kristina Sims,"3886 Matthew Wall
Wilsonborough, DE 12193",898-425-9246x86892,zkeith@example.com,Andrew Curry,garciabrandon@example.com
856,2,856,2023-02-05 16:00:00,3,10.171721301089704,South,Credit Card,False,Cloudy,20.85699079014995,Poor,Neutral,59,Online Order,Sunday,30.515163903269112,Chocolate Cake,Olivia Goodwin,"2459 Frederick Islands Apt. 048
Allenmouth, AR 23691",001-474-509-9567x191,ehoover@example.net,Brittany Kim,debbie90@example.org
857,4,857,2023-02-05 17:00:00,3,11.927652219126657,West,Cash,True,Sunny,27.154342182681738,Average,Positive,30,In Store,Sunday,35.78295665737996,Pizza Pepperoni,Marc Williams,"568 James Forges Suite 733
Port Ericaport, LA 61142",(355)576-4215,kristy00@example.org,Julie Martinez,amandacase@example.org
858,7,858,2023-02-05 18:00:00,2,11.217740972251883,North,Online,True,Cloudy,27.947135856050814,Good,Unknown,39,Phone Order,Sunday,22.435481944503767,Cheesecake,Dennis Landry,"981 Tammy Vista
Ashleyburgh, VA 11497",613.210.8435x230,boothgeorge@example.net,Andrea Johnston,vreed@example.com
859,4,859,2023-02-05 19:00:00,5,5.1987655025586585,East,Cash,False,Cloudy,30.04022526144194,Poor,Neutral,28,In Store,Sunday,25.99382751279329,Pizza Pepperoni,Donna Roberts,"0327 Becky Alley
Walkerborough, MA 51922",233.605.5229,rachel53@example.com,Sarah Brown,jerryandrews@example.org
860,7,860,2023-02-05 20:00:00,5,9.43914333287985,South,Online,False,Sunny,32.473608888656784,Poor,Neutral,25,In Store,Sunday,47.19571666439925,Cheesecake,Kathryn Blevins,"388 Pierce Lakes
South Kimberlyville, DC 34780",3183976904,erinriley@example.org,Tricia Sims,iberry@example.org
861,8,861,2023-02-05 21:00:00,5,11.887838505988428,South,Cash,False,Sunny,22.25465933725953,Average,Positive,43,In Store,Sunday,59.43919252994213,Fruit Cake,Dennis Stewart,"80589 Bailey Roads Apt. 840
Warrenbury, CA 28396",(337)899-4990x59614,vsimpson@example.net,Tammy Wang,smithcheyenne@example.org
862,2,862,2023-02-05 22:00:00,4,11.166404133206598,South,Online,True,Cloudy,20.578873429072008,Average,Neutral,48,In Store,Sunday,44.66561653282639,Chocolate Cake,Steven Dunn,"605 Robert Street Suite 447
Smithshire, HI 65510",001-621-201-4436x0590,rollinsholly@example.org,Brandon Fleming,nicolemcdonald@example.net
863,4,863,2023-02-05 23:00:00,5,15.82893841273519,North,Cash,True,Cloudy,33.18321718869278,Average,Positive,36,In Store,Sunday,79.14469206367596,Pizza Pepperoni,Daniel Reed,"78570 Meyer Village Apt. 522
Brittanystad, MH 43446",856.343.9455x147,chungkenneth@example.com,Morgan Perry,josephclark@example.net
864,8,864,2023-02-06 00:00:00,3,10.772054258316548,East,Online,True,Sunny,24.723998411883983,Excellent,Neutral,28,In Store,Monday,32.316162774949646,Fruit Cake,Aaron Myers,"3016 Aaron Stream
Andersonbury, CT 70147",596.744.2650x57858,xrodriguez@example.net,Michael Flynn,christopherlucas@example.net
865,3,865,2023-02-06 01:00:00,4,12.340646734560051,North,Online,False,Sunny,21.93468361890748,Excellent,Positive,38,In Store,Monday,49.36258693824021,Carrot Cake,Roberto Guzman,"4836 Kelly Bridge Suite 606
Lake Lindseychester, WA 60838",511-510-0350x653,Unknown,Stacy Willis,taylorcaroline@example.com
866,1,866,2023-02-06 02:00:00,1,11.44412888198545,North,Online,False,Cloudy,27.0269185563063,Excellent,Neutral,53,Phone Order,Monday,11.44412888198545,Red Velvet Cake,James Smith,"USCGC Harris
FPO AE 72564",488-504-6544,Unknown,Matthew Smith,vickilopez@example.org
867,8,867,2023-02-06 03:00:00,5,16.109392233415555,North,Online,False,Cloudy,28.97459113544028,Average,Neutral,40,Phone Order,Monday,80.54696116707777,Fruit Cake,Julie Richards,"29693 Reed Course
Pittsfort, TN 70957",442.769.4218,aprilluna@example.net,Stephanie Green,justinwright@example.net
868,1,868,2023-02-06 04:00:00,5,17.94458598480444,West,Online,False,Cloudy,20.46455905133765,Good,Negative,57,In Store,Monday,89.7229299240222,Red Velvet Cake,Tara Day,"Unit 4349 Box 0738
DPO AE 17967",(305)638-6060x5411,justinlong@example.org,Douglas Parks,imiddleton@example.com
869,4,869,2023-02-06 05:00:00,1,12.978336185112711,West,Credit Card,True,Sunny,24.123434873856315,Poor,Unknown,50,Phone Order,Monday,12.978336185112711,Pizza Pepperoni,Gerald James,"1910 Stacey Forks Apt. 388
Dennisland, AS 84255",+1-461-990-5834x2725,Unknown,Christina Lopez,kaylacruz@example.org
